year,month,date_of_month,day_of_week,Date,births
2004,1,7,3,1/7/2004,12716
2004,1,8,4,1/8/2004,12781
2004,1,9,5,1/9/2004,12469
2004,1,10,6,1/10/2004,8337
2004,1,11,7,1/11/2004,7316
2004,1,12,1,1/12/2004,11813
2004,1,13,2,1/13/2004,12639
2004,1,14,3,1/14/2004,12965
2004,1,15,4,1/15/2004,12837
2004,1,16,5,1/16/2004,12424
2004,1,17,6,1/17/2004,8442
2004,1,18,7,1/18/2004,7512
2004,1,19,1,1/19/2004,11152
2004,1,20,2,1/20/2004,12810
2004,1,21,3,1/21/2004,12753
2004,1,22,4,1/22/2004,12675
2004,1,23,5,1/23/2004,12643
2004,1,24,6,1/24/2004,8632
2004,1,25,7,1/25/2004,7556
2004,1,26,1,1/26/2004,11611
2004,1,27,2,1/27/2004,12892
2004,1,28,3,1/28/2004,12373
2004,1,29,4,1/29/2004,12313
2004,1,30,5,1/30/2004,12375
2004,1,31,6,1/31/2004,8310
2004,2,1,7,2/1/2004,7270
2004,2,2,1,2/2/2004,11686
2004,2,3,2,2/3/2004,13211
2004,2,4,3,2/4/2004,12580
2004,2,5,4,2/5/2004,12572
2004,2,6,5,2/6/2004,12371
2004,2,7,6,2/7/2004,8533
2004,2,8,7,2/8/2004,7440
2004,2,9,1,2/9/2004,11654
2004,2,10,2,2/10/2004,13139
2004,2,11,3,2/11/2004,12966
2004,2,12,4,2/12/2004,12957
2004,2,13,5,2/13/2004,11749
2004,2,14,6,2/14/2004,8944
2004,2,15,7,2/15/2004,7603
2004,2,16,1,2/16/2004,11280
2004,2,17,2,2/17/2004,12790
2004,2,18,3,2/18/2004,12954
2004,2,19,4,2/19/2004,12709
2004,2,20,5,2/20/2004,12720
2004,2,21,6,2/21/2004,8481
2004,2,22,7,2/22/2004,7552
2004,2,23,1,2/23/2004,11565
2004,2,24,2,2/24/2004,13009
2004,2,25,3,2/25/2004,12800
2004,2,26,4,2/26/2004,12621
2004,2,27,5,2/27/2004,12403
2004,2,28,6,2/28/2004,8488
2004,2,29,7,2/29/2004,7301
2004,3,1,1,3/1/2004,12017
2004,3,2,2,3/2/2004,12943
2004,3,3,3,3/3/2004,12696
2004,3,4,4,3/4/2004,12611
2004,3,5,5,3/5/2004,12407
2004,3,6,6,3/6/2004,8532
2004,3,7,7,3/7/2004,7304
2004,3,8,1,3/8/2004,11816
2004,3,9,2,3/9/2004,12988
2004,3,10,3,3/10/2004,12777
2004,3,11,4,3/11/2004,12797
2004,3,12,5,3/12/2004,12519
2004,3,13,6,3/13/2004,8398
2004,3,14,7,3/14/2004,7401
2004,3,15,1,3/15/2004,11903
2004,3,16,2,3/16/2004,12873
2004,3,17,3,3/17/2004,12979
2004,3,18,4,3/18/2004,12710
2004,3,19,5,3/19/2004,12480
2004,3,20,6,3/20/2004,8329
2004,3,21,7,3/21/2004,7548
2004,3,22,1,3/22/2004,11842
2004,3,23,2,3/23/2004,12978
2004,3,24,3,3/24/2004,12765
2004,3,25,4,3/25/2004,12835
2004,3,26,5,3/26/2004,12372
2004,3,27,6,3/27/2004,8602
2004,3,28,7,3/28/2004,7549
2004,3,29,1,3/29/2004,11788
2004,3,30,2,3/30/2004,13078
2004,3,31,3,3/31/2004,12542
2004,4,1,4,4/1/2004,12138
2004,4,2,5,4/2/2004,12776
2004,4,3,6,4/3/2004,8479
2004,4,4,7,4/4/2004,7559
2004,4,5,1,4/5/2004,12013
2004,4,6,2,4/6/2004,13122
2004,4,7,3,4/7/2004,12929
2004,4,8,4,4/8/2004,12836
2004,4,9,5,4/9/2004,11695
2004,4,10,6,4/10/2004,8148
2004,4,11,7,4/11/2004,6969
2004,4,12,1,4/12/2004,11751
2004,4,13,2,4/13/2004,12613
2004,4,14,3,4/14/2004,12732
2004,4,15,4,4/15/2004,12785
2004,4,16,5,4/16/2004,12482
2004,4,17,6,4/17/2004,8584
2004,4,18,7,4/18/2004,7447
2004,4,19,1,4/19/2004,11792
2004,4,20,2,4/20/2004,13128
2004,4,21,3,4/21/2004,12787
2004,4,22,4,4/22/2004,12866
2004,4,23,5,4/23/2004,12442
2004,4,24,6,4/24/2004,8595
2004,4,25,7,4/25/2004,7507
2004,4,26,1,4/26/2004,12020
2004,4,27,2,4/27/2004,13147
2004,4,28,3,4/28/2004,12756
2004,4,29,4,4/29/2004,12617
2004,4,30,5,4/30/2004,12364
2004,5,1,6,5/1/2004,8259
2004,5,2,7,5/2/2004,7433
2004,5,3,1,5/3/2004,11839
2004,5,4,2,5/4/2004,12824
2004,5,5,3,5/5/2004,12852
2004,5,6,4,5/6/2004,12707
2004,5,7,5,5/7/2004,12582
2004,5,8,6,5/8/2004,8599
2004,5,9,7,5/9/2004,7380
2004,5,10,1,5/10/2004,12243
2004,5,11,2,5/11/2004,13229
2004,5,12,3,5/12/2004,12989
2004,5,13,4,5/13/2004,12373
2004,5,14,5,5/14/2004,12688
2004,5,15,6,5/15/2004,8498
2004,5,16,7,5/16/2004,7614
2004,5,17,1,5/17/2004,12172
2004,5,18,2,5/18/2004,13294
2004,5,19,3,5/19/2004,12576
2004,5,20,4,5/20/2004,13036
2004,5,21,5,5/21/2004,12625
2004,5,22,6,5/22/2004,8614
2004,5,23,7,5/23/2004,7628
2004,5,24,1,5/24/2004,12341
2004,5,25,2,5/25/2004,13451
2004,5,26,3,5/26/2004,12891
2004,5,27,4,5/27/2004,13470
2004,5,28,5,5/28/2004,12941
2004,5,29,6,5/29/2004,8720
2004,5,30,7,5/30/2004,7511
2004,5,31,1,5/31/2004,7869
2004,6,1,2,6/1/2004,12440
2004,6,2,3,6/2/2004,13785
2004,6,3,4,6/3/2004,13644
2004,6,4,5,6/4/2004,13059
2004,6,5,6,6/5/2004,8706
2004,6,6,7,6/6/2004,7451
2004,6,7,1,6/7/2004,12173
2004,6,8,2,6/8/2004,13339
2004,6,9,3,6/9/2004,12806
2004,6,10,4,6/10/2004,13141
2004,6,11,5,6/11/2004,12691
2004,6,12,6,6/12/2004,8581
2004,6,13,7,6/13/2004,7649
2004,6,14,1,6/14/2004,12200
2004,6,15,2,6/15/2004,13317
2004,6,16,3,6/16/2004,13141
2004,6,17,4,6/17/2004,13165
2004,6,18,5,6/18/2004,12785
2004,6,19,6,6/19/2004,8492
2004,6,20,7,6/20/2004,7629
2004,6,21,1,6/21/2004,12093
2004,6,22,2,6/22/2004,13237
2004,6,23,3,6/23/2004,13096
2004,6,24,4,6/24/2004,13267
2004,6,25,5,6/25/2004,13074
2004,6,26,6,6/26/2004,8786
2004,6,27,7,6/27/2004,7715
2004,6,28,1,6/28/2004,12383
2004,6,29,2,6/29/2004,13587
2004,6,30,3,6/30/2004,13444
2004,7,1,4,7/1/2004,13887
2004,7,2,5,7/2/2004,13271
2004,7,3,6,7/3/2004,8900
2004,7,4,7,7/4/2004,7820
2004,7,5,1,7/5/2004,8978
2004,7,6,2,7/6/2004,13221
2004,7,7,3,7/7/2004,14496
2004,7,8,4,7/8/2004,14056
2004,7,9,5,7/9/2004,13874
2004,7,10,6,7/10/2004,9040
2004,7,11,7,7/11/2004,7862
2004,7,12,1,7/12/2004,12621
2004,7,13,2,7/13/2004,13214
2004,7,14,3,7/14/2004,13610
2004,7,15,4,7/15/2004,13601
2004,7,16,5,7/16/2004,13411
2004,7,17,6,7/17/2004,9067
2004,7,18,7,7/18/2004,7797
2004,7,19,1,7/19/2004,12286
2004,7,20,2,7/20/2004,13804
2004,7,21,3,7/21/2004,13370
2004,7,22,4,7/22/2004,13574
2004,7,23,5,7/23/2004,12974
2004,7,24,6,7/24/2004,9046
2004,7,25,7,7/25/2004,7549
2004,7,26,1,7/26/2004,12266
2004,7,27,2,7/27/2004,13454
2004,7,28,3,7/28/2004,13258
2004,7,29,4,7/29/2004,13281
2004,7,30,5,7/30/2004,12934
2004,7,31,6,7/31/2004,8858
2004,8,1,7,8/1/2004,7837
2004,8,2,1,8/2/2004,12428
2004,8,3,2,8/3/2004,13249
2004,8,4,3,8/4/2004,13498
2004,8,5,4,8/5/2004,13234
2004,8,6,5,8/6/2004,12935
2004,8,7,6,8/7/2004,8860
2004,8,8,7,8/8/2004,7773
2004,8,9,1,8/9/2004,12310
2004,8,10,2,8/10/2004,13571
2004,8,11,3,8/11/2004,13405
2004,8,12,4,8/12/2004,13448
2004,8,13,5,8/13/2004,12275
2004,8,14,6,8/14/2004,8884
2004,8,15,7,8/15/2004,7885
2004,8,16,1,8/16/2004,12328
2004,8,17,2,8/17/2004,13551
2004,8,18,3,8/18/2004,13274
2004,8,19,4,8/19/2004,13088
2004,8,20,5,8/20/2004,13228
2004,8,21,6,8/21/2004,8944
2004,8,22,7,8/22/2004,7950
2004,8,23,1,8/23/2004,12285
2004,8,24,2,8/24/2004,13556
2004,8,25,3,8/25/2004,13116
2004,8,26,4,8/26/2004,13196
2004,8,27,5,8/27/2004,12971
2004,8,28,6,8/28/2004,9049
2004,8,29,7,8/29/2004,7783
2004,8,30,1,8/30/2004,12342
2004,8,31,2,8/31/2004,13582
2004,9,1,3,9/1/2004,13418
2004,9,2,4,9/2/2004,13539
2004,9,3,5,9/3/2004,13245
2004,9,4,6,9/4/2004,8881
2004,9,5,7,9/5/2004,7875
2004,9,6,1,9/6/2004,8281
2004,9,7,2,9/7/2004,12884
2004,9,8,3,9/8/2004,14492
2004,9,9,4,9/9/2004,14526
2004,9,10,5,9/10/2004,14081
2004,9,11,6,9/11/2004,9253
2004,9,12,7,9/12/2004,8281
2004,9,13,1,9/13/2004,12644
2004,9,14,2,9/14/2004,14172
2004,9,15,3,9/15/2004,13641
2004,9,16,4,9/16/2004,13432
2004,9,17,5,9/17/2004,13577
2004,9,18,6,9/18/2004,9387
2004,9,19,7,9/19/2004,8251
2004,9,20,1,9/20/2004,12963
2004,9,21,2,9/21/2004,13932
2004,9,22,3,9/22/2004,13749
2004,9,23,4,9/23/2004,13969
2004,9,24,5,9/24/2004,13722
2004,9,25,6,9/25/2004,9142
2004,9,26,7,9/26/2004,8143
2004,9,27,1,9/27/2004,12674
2004,9,28,2,9/28/2004,13882
2004,9,29,3,9/29/2004,13416
2004,9,30,4,9/30/2004,13443
2004,10,1,5,10/1/2004,13256
2004,10,2,6,10/2/2004,8886
2004,10,3,7,10/3/2004,7719
2004,10,4,1,10/4/2004,12591
2004,10,5,2,10/5/2004,13707
2004,10,6,3,10/6/2004,13317
2004,10,7,4,10/7/2004,13383
2004,10,8,5,10/8/2004,13122
2004,10,9,6,10/9/2004,8716
2004,10,10,7,10/10/2004,7709
2004,10,11,1,10/11/2004,11758
2004,10,12,2,10/12/2004,13405
2004,10,13,3,10/13/2004,13069
2004,10,14,4,10/14/2004,13259
2004,10,15,5,10/15/2004,13111
2004,10,16,6,10/16/2004,8802
2004,10,17,7,10/17/2004,7661
2004,10,18,1,10/18/2004,12252
2004,10,19,2,10/19/2004,13271
2004,10,20,3,10/20/2004,12967
2004,10,21,4,10/21/2004,12959
2004,10,22,5,10/22/2004,12887
2004,10,23,6,10/23/2004,8627
2004,10,24,7,10/24/2004,7699
2004,10,25,1,10/25/2004,12341
2004,10,26,2,10/26/2004,13464
2004,10,27,3,10/27/2004,13178
2004,10,28,4,10/28/2004,13287
2004,10,29,5,10/29/2004,12473
2004,10,30,6,10/30/2004,8616
2004,10,31,7,10/31/2004,7556
2004,11,1,1,11/1/2004,12173
2004,11,2,2,11/2/2004,13212
2004,11,3,3,11/3/2004,13004
2004,11,4,4,11/4/2004,13075
2004,11,5,5,11/5/2004,12900
2004,11,6,6,11/6/2004,8789
2004,11,7,7,11/7/2004,7734
2004,11,8,1,11/8/2004,12420
2004,11,9,2,11/9/2004,13351
2004,11,10,3,11/10/2004,13017
2004,11,11,4,11/11/2004,12976
2004,11,12,5,11/12/2004,12783
2004,11,13,6,11/13/2004,8626
2004,11,14,7,11/14/2004,7503
2004,11,15,1,11/15/2004,12293
2004,11,16,2,11/16/2004,13528
2004,11,17,3,11/17/2004,13124
2004,11,18,4,11/18/2004,13348
2004,11,19,5,11/19/2004,13063
2004,11,20,6,11/20/2004,8694
2004,11,21,7,11/21/2004,7742
2004,11,22,1,11/22/2004,13463
2004,11,23,2,11/23/2004,14238
2004,11,24,3,11/24/2004,12430
2004,11,25,4,11/25/2004,7614
2004,11,26,5,11/26/2004,9370
2004,11,27,6,11/27/2004,8118
2004,11,28,7,11/28/2004,7540
2004,11,29,1,11/29/2004,12315
2004,11,30,2,11/30/2004,13916
2004,12,1,3,12/1/2004,13385
2004,12,2,4,12/2/2004,12989
2004,12,3,5,12/3/2004,12604
2004,12,4,6,12/4/2004,8616
2004,12,5,7,12/5/2004,7606
2004,12,6,1,12/6/2004,12054
2004,12,7,2,12/7/2004,13372
2004,12,8,3,12/8/2004,13179
2004,12,9,4,12/9/2004,12872
2004,12,10,5,12/10/2004,12719
2004,12,11,6,12/11/2004,8550
2004,12,12,7,12/12/2004,7649
2004,12,13,1,12/13/2004,11809
2004,12,14,2,12/14/2004,13360
2004,12,15,3,12/15/2004,13380
2004,12,16,4,12/16/2004,13418
2004,12,17,5,12/17/2004,13090
2004,12,18,6,12/18/2004,8623
2004,12,19,7,12/19/2004,7552
2004,12,20,1,12/20/2004,13587
2004,12,21,2,12/21/2004,14390
2004,12,22,3,12/22/2004,13006
2004,12,23,4,12/23/2004,11043
2004,12,24,5,12/24/2004,7813
2004,12,25,6,12/25/2004,6259
2004,12,26,7,12/26/2004,7087
2004,12,27,1,12/27/2004,12276
2004,12,28,2,12/28/2004,13965
2004,12,29,3,12/29/2004,13642
2004,12,30,4,12/30/2004,13314
2004,12,31,5,12/31/2004,10130
2005,1,1,6,1/1/2005,7317
2005,1,2,7,1/2/2005,6871
2005,1,3,1,1/3/2005,11153
2005,1,4,2,1/4/2005,12644
2005,1,5,3,1/5/2005,12671
2005,1,6,4,1/6/2005,12733
2005,1,7,5,1/7/2005,12581
2005,1,8,6,1/8/2005,8376
2005,1,9,7,1/9/2005,7169
2005,1,10,1,1/10/2005,11803
2005,1,11,2,1/11/2005,12949
2005,1,12,3,1/12/2005,12842
2005,1,13,4,1/13/2005,12357
2005,1,14,5,1/14/2005,12562
2005,1,15,6,1/15/2005,8502
2005,1,16,7,1/16/2005,7192
2005,1,17,1,1/17/2005,11059
2005,1,18,2,1/18/2005,12677
2005,1,19,3,1/19/2005,12726
2005,1,20,4,1/20/2005,12847
2005,1,21,5,1/21/2005,12579
2005,1,22,6,1/22/2005,8255
2005,1,23,7,1/23/2005,7376
2005,1,24,1,1/24/2005,11716
2005,1,25,2,1/25/2005,13295
2005,1,26,3,1/26/2005,12733
2005,1,27,4,1/27/2005,12680
2005,1,28,5,1/28/2005,12578
2005,1,29,6,1/29/2005,8303
2005,1,30,7,1/30/2005,7402
2005,1,31,1,1/31/2005,11530
2005,2,1,2,2/1/2005,13263
2005,2,2,3,2/2/2005,12966
2005,2,3,4,2/3/2005,12638
2005,2,4,5,2/4/2005,12671
2005,2,5,6,2/5/2005,8539
2005,2,6,7,2/6/2005,7432
2005,2,7,1,2/7/2005,11867
2005,2,8,2,2/8/2005,12927
2005,2,9,3,2/9/2005,12469
2005,2,10,4,2/10/2005,12865
2005,2,11,5,2/11/2005,12517
2005,2,12,6,2/12/2005,8462
2005,2,13,7,2/13/2005,7395
2005,2,14,1,2/14/2005,12386
2005,2,15,2,2/15/2005,13378
2005,2,16,3,2/16/2005,13029
2005,2,17,4,2/17/2005,12718
2005,2,18,5,2/18/2005,12589
2005,2,19,6,2/19/2005,8318
2005,2,20,7,2/20/2005,7342
2005,2,21,1,2/21/2005,11087
2005,2,22,2,2/22/2005,12699
2005,2,23,3,2/23/2005,12685
2005,2,24,4,2/24/2005,12733
2005,2,25,5,2/25/2005,12495
2005,2,26,6,2/26/2005,8293
2005,2,27,7,2/27/2005,7449
2005,2,28,1,2/28/2005,11678
2005,3,1,2,3/1/2005,13042
2005,3,2,3,3/2/2005,12765
2005,3,3,4,3/3/2005,13018
2005,3,4,5,3/4/2005,12772
2005,3,5,6,3/5/2005,8499
2005,3,6,7,3/6/2005,7382
2005,3,7,1,3/7/2005,11801
2005,3,8,2,3/8/2005,12969
2005,3,9,3,3/9/2005,12700
2005,3,10,4,3/10/2005,12920
2005,3,11,5,3/11/2005,12777
2005,3,12,6,3/12/2005,8511
2005,3,13,7,3/13/2005,7239
2005,3,14,1,3/14/2005,12086
2005,3,15,2,3/15/2005,13144
2005,3,16,3,3/16/2005,12718
2005,3,17,4,3/17/2005,13118
2005,3,18,5,3/18/2005,12690
2005,3,19,6,3/19/2005,8557
2005,3,20,7,3/20/2005,7454
2005,3,21,1,3/21/2005,12108
2005,3,22,2,3/22/2005,13386
2005,3,23,3,3/23/2005,12910
2005,3,24,4,3/24/2005,12912
2005,3,25,5,3/25/2005,12111
2005,3,26,6,3/26/2005,7980
2005,3,27,7,3/27/2005,6923
2005,3,28,1,3/28/2005,11820
2005,3,29,2,3/29/2005,13028
2005,3,30,3,3/30/2005,12947
2005,3,31,4,3/31/2005,12834
2005,4,1,5,4/1/2005,11760
2005,4,2,6,4/2/2005,8574
2005,4,3,7,4/3/2005,7065
2005,4,4,1,4/4/2005,12457
2005,4,5,2,4/5/2005,13274
2005,4,6,3,4/6/2005,13200
2005,4,7,4,4/7/2005,12996
2005,4,8,5,4/8/2005,12747
2005,4,9,6,4/9/2005,8355
2005,4,10,7,4/10/2005,7443
2005,4,11,1,4/11/2005,12143
2005,4,12,2,4/12/2005,13146
2005,4,13,3,4/13/2005,12452
2005,4,14,4,4/14/2005,12976
2005,4,15,5,4/15/2005,13063
2005,4,16,6,4/16/2005,8291
2005,4,17,7,4/17/2005,7214
2005,4,18,1,4/18/2005,12023
2005,4,19,2,4/19/2005,13197
2005,4,20,3,4/20/2005,13120
2005,4,21,4,4/21/2005,12978
2005,4,22,5,4/22/2005,12543
2005,4,23,6,4/23/2005,8244
2005,4,24,7,4/24/2005,7267
2005,4,25,1,4/25/2005,12002
2005,4,26,2,4/26/2005,13157
2005,4,27,3,4/27/2005,12929
2005,4,28,4,4/28/2005,12822
2005,4,29,5,4/29/2005,12342
2005,4,30,6,4/30/2005,8280
2005,5,1,7,5/1/2005,7230
2005,5,2,1,5/2/2005,11980
2005,5,3,2,5/3/2005,13079
2005,5,4,3,5/4/2005,12841
2005,5,5,4,5/5/2005,14357
2005,5,6,5,5/6/2005,12496
2005,5,7,6,5/7/2005,8204
2005,5,8,7,5/8/2005,7349
2005,5,9,1,5/9/2005,12155
2005,5,10,2,5/10/2005,13299
2005,5,11,3,5/11/2005,12762
2005,5,12,4,5/12/2005,13251
2005,5,13,5,5/13/2005,11803
2005,5,14,6,5/14/2005,8610
2005,5,15,7,5/15/2005,7515
2005,5,16,1,5/16/2005,12307
2005,5,17,2,5/17/2005,13659
2005,5,18,3,5/18/2005,13378
2005,5,19,4,5/19/2005,13114
2005,5,20,5,5/20/2005,13007
2005,5,21,6,5/21/2005,8490
2005,5,22,7,5/22/2005,7386
2005,5,23,1,5/23/2005,12445
2005,5,24,2,5/24/2005,13740
2005,5,25,3,5/25/2005,13793
2005,5,26,4,5/26/2005,13654
2005,5,27,5,5/27/2005,13378
2005,5,28,6,5/28/2005,8688
2005,5,29,7,5/29/2005,7270
2005,5,30,1,5/30/2005,7886
2005,5,31,2,5/31/2005,12610
2005,6,1,3,6/1/2005,14054
2005,6,2,4,6/2/2005,13666
2005,6,3,5,6/3/2005,13483
2005,6,4,6,6/4/2005,8686
2005,6,5,7,6/5/2005,7791
2005,6,6,1,6/6/2005,12363
2005,6,7,2,6/7/2005,13481
2005,6,8,3,6/8/2005,13138
2005,6,9,4,6/9/2005,13422
2005,6,10,5,6/10/2005,13230
2005,6,11,6,6/11/2005,8621
2005,6,12,7,6/12/2005,7487
2005,6,13,1,6/13/2005,11843
2005,6,14,2,6/14/2005,13815
2005,6,15,3,6/15/2005,13261
2005,6,16,4,6/16/2005,13033
2005,6,17,5,6/17/2005,12821
2005,6,18,6,6/18/2005,8573
2005,6,19,7,6/19/2005,7522
2005,6,20,1,6/20/2005,12332
2005,6,21,2,6/21/2005,13439
2005,6,22,3,6/22/2005,13342
2005,6,23,4,6/23/2005,13458
2005,6,24,5,6/24/2005,13032
2005,6,25,6,6/25/2005,8737
2005,6,26,7,6/26/2005,7603
2005,6,27,1,6/27/2005,12488
2005,6,28,2,6/28/2005,13813
2005,6,29,3,6/29/2005,14039
2005,6,30,4,6/30/2005,14003
2005,7,1,5,7/1/2005,13759
2005,7,2,6,7/2/2005,8862
2005,7,3,7,7/3/2005,7668
2005,7,4,1,7/4/2005,7733
2005,7,5,2,7/5/2005,12847
2005,7,6,3,7/6/2005,14562
2005,7,7,4,7/7/2005,14627
2005,7,8,5,7/8/2005,14136
2005,7,9,6,7/9/2005,9189
2005,7,10,7,7/10/2005,7829
2005,7,11,1,7/11/2005,12626
2005,7,12,2,7/12/2005,13884
2005,7,13,3,7/13/2005,13431
2005,7,14,4,7/14/2005,14038
2005,7,15,5,7/15/2005,13685
2005,7,16,6,7/16/2005,9036
2005,7,17,7,7/17/2005,7793
2005,7,18,1,7/18/2005,12698
2005,7,19,2,7/19/2005,13791
2005,7,20,3,7/20/2005,13603
2005,7,21,4,7/21/2005,13870
2005,7,22,5,7/22/2005,13390
2005,7,23,6,7/23/2005,8916
2005,7,24,7,7/24/2005,7762
2005,7,25,1,7/25/2005,12651
2005,7,26,2,7/26/2005,13671
2005,7,27,3,7/27/2005,13528
2005,7,28,4,7/28/2005,13621
2005,7,29,5,7/29/2005,13260
2005,7,30,6,7/30/2005,8987
2005,7,31,7,7/31/2005,7743
2005,8,1,1,8/1/2005,12415
2005,8,2,2,8/2/2005,13730
2005,8,3,3,8/3/2005,13350
2005,8,4,4,8/4/2005,13511
2005,8,5,5,8/5/2005,13413
2005,8,6,6,8/6/2005,8820
2005,8,7,7,8/7/2005,7662
2005,8,8,1,8/8/2005,12553
2005,8,9,2,8/9/2005,13893
2005,8,10,3,8/10/2005,13593
2005,8,11,4,8/11/2005,14011
2005,8,12,5,8/12/2005,13610
2005,8,13,6,8/13/2005,9049
2005,8,14,7,8/14/2005,7867
2005,8,15,1,8/15/2005,12740
2005,8,16,2,8/16/2005,13998
2005,8,17,3,8/17/2005,13801
2005,8,18,4,8/18/2005,14009
2005,8,19,5,8/19/2005,13365
2005,8,20,6,8/20/2005,9118
2005,8,21,7,8/21/2005,7776
2005,8,22,1,8/22/2005,12487
2005,8,23,2,8/23/2005,13739
2005,8,24,3,8/24/2005,13569
2005,8,25,4,8/25/2005,13824
2005,8,26,5,8/26/2005,13327
2005,8,27,6,8/27/2005,8952
2005,8,28,7,8/28/2005,7743
2005,8,29,1,8/29/2005,12711
2005,8,30,2,8/30/2005,13933
2005,8,31,3,8/31/2005,13898
2005,9,1,4,9/1/2005,14160
2005,9,2,5,9/2/2005,13904
2005,9,3,6,9/3/2005,9128
2005,9,4,7,9/4/2005,7931
2005,9,5,1,9/5/2005,8116
2005,9,6,2,9/6/2005,13124
2005,9,7,3,9/7/2005,14744
2005,9,8,4,9/8/2005,14740
2005,9,9,5,9/9/2005,14505
2005,9,10,6,9/10/2005,9565
2005,9,11,7,9/11/2005,8041
2005,9,12,1,9/12/2005,13189
2005,9,13,2,9/13/2005,13951
2005,9,14,3,9/14/2005,14160
2005,9,15,4,9/15/2005,14263
2005,9,16,5,9/16/2005,14189
2005,9,17,6,9/17/2005,9459
2005,9,18,7,9/18/2005,8262
2005,9,19,1,9/19/2005,13460
2005,9,20,2,9/20/2005,14590
2005,9,21,3,9/21/2005,14203
2005,9,22,4,9/22/2005,13973
2005,9,23,5,9/23/2005,13776
2005,9,24,6,9/24/2005,9207
2005,9,25,7,9/25/2005,8028
2005,9,26,1,9/26/2005,12952
2005,9,27,2,9/27/2005,13955
2005,9,28,3,9/28/2005,13785
2005,9,29,4,9/29/2005,13540
2005,9,30,5,9/30/2005,13454
2005,10,1,6,10/1/2005,8820
2005,10,2,7,10/2/2005,7841
2005,10,3,1,10/3/2005,12816
2005,10,4,2,10/4/2005,13449
2005,10,5,3,10/5/2005,13488
2005,10,6,4,10/6/2005,13552
2005,10,7,5,10/7/2005,13056
2005,10,8,6,10/8/2005,8846
2005,10,9,7,10/9/2005,7508
2005,10,10,1,10/10/2005,12298
2005,10,11,2,10/11/2005,13256
2005,10,12,3,10/12/2005,13191
2005,10,13,4,10/13/2005,12922
2005,10,14,5,10/14/2005,13087
2005,10,15,6,10/15/2005,8733
2005,10,16,7,10/16/2005,7432
2005,10,17,1,10/17/2005,12230
2005,10,18,2,10/18/2005,13442
2005,10,19,3,10/19/2005,12932
2005,10,20,4,10/20/2005,13267
2005,10,21,5,10/21/2005,12828
2005,10,22,6,10/22/2005,8568
2005,10,23,7,10/23/2005,7371
2005,10,24,1,10/24/2005,12012
2005,10,25,2,10/25/2005,13351
2005,10,26,3,10/26/2005,12798
2005,10,27,4,10/27/2005,13273
2005,10,28,5,10/28/2005,12619
2005,10,29,6,10/29/2005,8509
2005,10,30,7,10/30/2005,7459
2005,10,31,1,10/31/2005,10207
2005,11,1,2,11/1/2005,13682
2005,11,2,3,11/2/2005,13275
2005,11,3,4,11/3/2005,13284
2005,11,4,5,11/4/2005,12928
2005,11,5,6,11/5/2005,8675
2005,11,6,7,11/6/2005,7565
2005,11,7,1,11/7/2005,12176
2005,11,8,2,11/8/2005,13678
2005,11,9,3,11/9/2005,13208
2005,11,10,4,11/10/2005,13227
2005,11,11,5,11/11/2005,12584
2005,11,12,6,11/12/2005,8333
2005,11,13,7,11/13/2005,7420
2005,11,14,1,11/14/2005,12164
2005,11,15,2,11/15/2005,13549
2005,11,16,3,11/16/2005,13113
2005,11,17,4,11/17/2005,13280
2005,11,18,5,11/18/2005,13153
2005,11,19,6,11/19/2005,8481
2005,11,20,7,11/20/2005,7594
2005,11,21,1,11/21/2005,13399
2005,11,22,2,11/22/2005,14175
2005,11,23,3,11/23/2005,12202
2005,11,24,4,11/24/2005,7267
2005,11,25,5,11/25/2005,9090
2005,11,26,6,11/26/2005,7848
2005,11,27,7,11/27/2005,7197
2005,11,28,1,11/28/2005,12716
2005,11,29,2,11/29/2005,13743
2005,11,30,3,11/30/2005,13176
2005,12,1,4,12/1/2005,13210
2005,12,2,5,12/2/2005,12599
2005,12,3,6,12/3/2005,8241
2005,12,4,7,12/4/2005,7297
2005,12,5,1,12/5/2005,12106
2005,12,6,2,12/6/2005,13249
2005,12,7,3,12/7/2005,13017
2005,12,8,4,12/8/2005,13048
2005,12,9,5,12/9/2005,12391
2005,12,10,6,12/10/2005,8401
2005,12,11,7,12/11/2005,7368
2005,12,12,1,12/12/2005,12494
2005,12,13,2,12/13/2005,13323
2005,12,14,3,12/14/2005,13768
2005,12,15,4,12/15/2005,13586
2005,12,16,5,12/16/2005,13320
2005,12,17,6,12/17/2005,8701
2005,12,18,7,12/18/2005,7617
2005,12,19,1,12/19/2005,13410
2005,12,20,2,12/20/2005,14659
2005,12,21,3,12/21/2005,14159
2005,12,22,4,12/22/2005,12877
2005,12,23,5,12/23/2005,10642
2005,12,24,6,12/24/2005,7256
2005,12,25,7,12/25/2005,6224
2005,12,26,1,12/26/2005,8505
2005,12,27,2,12/27/2005,13056
2005,12,28,3,12/28/2005,14381
2005,12,29,4,12/29/2005,13972
2005,12,30,5,12/30/2005,13208
2005,12,31,6,12/31/2005,8635
2006,1,1,7,1/1/2006,7137
2006,1,2,1,1/2/2006,8198
2006,1,3,2,1/3/2006,11992
2006,1,4,3,1/4/2006,12966
2006,1,5,4,1/5/2006,13117
2006,1,6,5,1/6/2006,13071
2006,1,7,6,1/7/2006,8546
2006,1,8,7,1/8/2006,7409
2006,1,9,1,1/9/2006,11809
2006,1,10,2,1/10/2006,12992
