year,month,date_of_month,day_of_week,Date,births
2002,1,2,3,1/2/2002,10723
2002,1,3,4,1/3/2002,12465
2002,1,4,5,1/4/2002,12671
2002,1,5,6,1/5/2002,8902
2002,1,6,7,1/6/2002,7647
2002,1,7,1,1/7/2002,11548
2002,1,8,2,1/8/2002,12515
2002,1,9,3,1/9/2002,11654
2002,1,10,4,1/10/2002,12596
2002,1,11,5,1/11/2002,12276
2002,1,12,6,1/12/2002,8591
2002,1,13,7,1/13/2002,7471
2002,1,14,1,1/14/2002,11530
2002,1,15,2,1/15/2002,12369
2002,1,16,3,1/16/2002,11996
2002,1,17,4,1/17/2002,12412
2002,1,18,5,1/18/2002,12251
2002,1,19,6,1/19/2002,8434
2002,1,20,7,1/20/2002,7462
2002,1,21,1,1/21/2002,10921
2002,1,22,2,1/22/2002,12361
2002,1,23,3,1/23/2002,12252
2002,1,24,4,1/24/2002,12549
2002,1,25,5,1/25/2002,12069
2002,1,26,6,1/26/2002,8530
2002,1,27,7,1/27/2002,7510
2002,1,28,1,1/28/2002,11354
2002,1,29,2,1/29/2002,12215
2002,1,30,3,1/30/2002,12146
2002,1,31,4,1/31/2002,12125
2002,2,1,5,2/1/2002,12130
2002,2,2,6,2/2/2002,9021
2002,2,3,7,2/3/2002,7442
2002,2,4,1,2/4/2002,11412
2002,2,5,2,2/5/2002,12488
2002,2,6,3,2/6/2002,12210
2002,2,7,4,2/7/2002,12418
2002,2,8,5,2/8/2002,12444
2002,2,9,6,2/9/2002,8706
2002,2,10,7,2/10/2002,7569
2002,2,11,1,2/11/2002,11547
2002,2,12,2,2/12/2002,12779
2002,2,13,3,2/13/2002,12069
2002,2,14,4,2/14/2002,13062
2002,2,15,5,2/15/2002,12548
2002,2,16,6,2/16/2002,8710
2002,2,17,7,2/17/2002,7484
2002,2,18,1,2/18/2002,10907
2002,2,19,2,2/19/2002,12262
2002,2,20,3,2/20/2002,12817
2002,2,21,4,2/21/2002,12384
2002,2,22,5,2/22/2002,12667
2002,2,23,6,2/23/2002,8639
2002,2,24,7,2/24/2002,7488
2002,2,25,1,2/25/2002,11547
2002,2,26,2,2/26/2002,12487
2002,2,27,3,2/27/2002,12303
2002,2,28,4,2/28/2002,12370
2002,3,1,5,3/1/2002,12388
2002,3,2,6,3/2/2002,8507
2002,3,3,7,3/3/2002,7624
2002,3,4,1,3/4/2002,11661
2002,3,5,2,3/5/2002,12678
2002,3,6,3,3/6/2002,12372
2002,3,7,4,3/7/2002,12525
2002,3,8,5,3/8/2002,12244
2002,3,9,6,3/9/2002,8606
2002,3,10,7,3/10/2002,7633
2002,3,11,1,3/11/2002,11197
2002,3,12,2,3/12/2002,12667
2002,3,13,3,3/13/2002,12031
2002,3,14,4,3/14/2002,12583
2002,3,15,5,3/15/2002,12472
2002,3,16,6,3/16/2002,8696
2002,3,17,7,3/17/2002,7680
2002,3,18,1,3/18/2002,11621
2002,3,19,2,3/19/2002,12674
2002,3,20,3,3/20/2002,12577
2002,3,21,4,3/21/2002,12502
2002,3,22,5,3/22/2002,12252
2002,3,23,6,3/23/2002,8569
2002,3,24,7,3/24/2002,7419
2002,3,25,1,3/25/2002,11507
2002,3,26,2,3/26/2002,12840
2002,3,27,3,3/27/2002,12568
2002,3,28,4,3/28/2002,12454
2002,3,29,5,3/29/2002,11449
2002,3,30,6,3/30/2002,8270
2002,3,31,7,3/31/2002,7083
2002,4,1,1,4/1/2002,10264
2002,4,2,2,4/2/2002,12884
2002,4,3,3,4/3/2002,12372
2002,4,4,4,4/4/2002,12262
2002,4,5,5,4/5/2002,12006
2002,4,6,6,4/6/2002,8301
2002,4,7,7,4/7/2002,7109
2002,4,8,1,4/8/2002,11706
2002,4,9,2,4/9/2002,12741
2002,4,10,3,4/10/2002,12418
2002,4,11,4,4/11/2002,12236
2002,4,12,5,4/12/2002,12272
2002,4,13,6,4/13/2002,8448
2002,4,14,7,4/14/2002,7578
2002,4,15,1,4/15/2002,11412
2002,4,16,2,4/16/2002,12847
2002,4,17,3,4/17/2002,12575
2002,4,18,4,4/18/2002,12490
2002,4,19,5,4/19/2002,12297
2002,4,20,6,4/20/2002,8224
2002,4,21,7,4/21/2002,7298
2002,4,22,1,4/22/2002,11576
2002,4,23,2,4/23/2002,12457
2002,4,24,3,4/24/2002,12297
2002,4,25,4,4/25/2002,12469
2002,4,26,5,4/26/2002,11917
2002,4,27,6,4/27/2002,8243
2002,4,28,7,4/28/2002,7502
2002,4,29,1,4/29/2002,11422
2002,4,30,2,4/30/2002,12666
2002,5,1,3,5/1/2002,12297
2002,5,2,4,5/2/2002,12405
2002,5,3,5,5/3/2002,12130
2002,5,4,6,5/4/2002,8215
2002,5,5,7,5/5/2002,7447
2002,5,6,1,5/6/2002,11362
2002,5,7,2,5/7/2002,12505
2002,5,8,3,5/8/2002,12334
2002,5,9,4,5/9/2002,12219
2002,5,10,5,5/10/2002,12329
2002,5,11,6,5/11/2002,8329
2002,5,12,7,5/12/2002,7487
2002,5,13,1,5/13/2002,11404
2002,5,14,2,5/14/2002,12909
2002,5,15,3,5/15/2002,12705
2002,5,16,4,5/16/2002,12609
2002,5,17,5,5/17/2002,12218
2002,5,18,6,5/18/2002,8528
2002,5,19,7,5/19/2002,7470
2002,5,20,1,5/20/2002,11788
2002,5,21,2,5/21/2002,12916
2002,5,22,3,5/22/2002,12670
2002,5,23,4,5/23/2002,13123
2002,5,24,5,5/24/2002,12775
2002,5,25,6,5/25/2002,8515
2002,5,26,7,5/26/2002,7282
2002,5,27,1,5/27/2002,7765
2002,5,28,2,5/28/2002,12148
2002,5,29,3,5/29/2002,13436
2002,5,30,4,5/30/2002,12963
2002,5,31,5,5/31/2002,12568
2002,6,1,6,6/1/2002,8547
2002,6,2,7,6/2/2002,7662
2002,6,3,1,6/3/2002,11433
2002,6,4,2,6/4/2002,12616
2002,6,5,3,6/5/2002,12663
2002,6,6,4,6/6/2002,12745
2002,6,7,5,6/7/2002,12280
2002,6,8,6,6/8/2002,8524
2002,6,9,7,6/9/2002,7485
2002,6,10,1,6/10/2002,11863
2002,6,11,2,6/11/2002,12713
2002,6,12,3,6/12/2002,12758
2002,6,13,4,6/13/2002,12457
2002,6,14,5,6/14/2002,12562
2002,6,15,6,6/15/2002,8708
2002,6,16,7,6/16/2002,7685
2002,6,17,1,6/17/2002,11738
2002,6,18,2,6/18/2002,13139
2002,6,19,3,6/19/2002,12598
2002,6,20,4,6/20/2002,12847
2002,6,21,5,6/21/2002,12377
2002,6,22,6,6/22/2002,8676
2002,6,23,7,6/23/2002,7661
2002,6,24,1,6/24/2002,11972
2002,6,25,2,6/25/2002,13425
2002,6,26,3,6/26/2002,13167
2002,6,27,4,6/27/2002,13310
2002,6,28,5,6/28/2002,12996
2002,6,29,6,6/29/2002,8994
2002,6,30,7,6/30/2002,7831
2002,7,1,1,7/1/2002,12584
2002,7,2,2,7/2/2002,14187
2002,7,3,3,7/3/2002,13626
2002,7,4,4,7/4/2002,9481
2002,7,5,5,7/5/2002,11326
2002,7,6,6,7/6/2002,8816
2002,7,7,7,7/7/2002,8080
2002,7,8,1,7/8/2002,12253
2002,7,9,2,7/9/2002,13814
2002,7,10,3,7/10/2002,13264
2002,7,11,4,7/11/2002,13215
2002,7,12,5,7/12/2002,12760
2002,7,13,6,7/13/2002,8896
2002,7,14,7,7/14/2002,7884
2002,7,15,1,7/15/2002,12370
2002,7,16,2,7/16/2002,13606
2002,7,17,3,7/17/2002,13396
2002,7,18,4,7/18/2002,13395
2002,7,19,5,7/19/2002,12900
2002,7,20,6,7/20/2002,8799
2002,7,21,7,7/21/2002,7954
2002,7,22,1,7/22/2002,12194
2002,7,23,2,7/23/2002,13630
2002,7,24,3,7/24/2002,13231
2002,7,25,4,7/25/2002,13345
2002,7,26,5,7/26/2002,12914
2002,7,27,6,7/27/2002,9073
2002,7,28,7,7/28/2002,7915
2002,7,29,1,7/29/2002,12148
2002,7,30,2,7/30/2002,13593
2002,7,31,3,7/31/2002,13311
2002,8,1,4,8/1/2002,13267
2002,8,2,5,8/2/2002,13127
2002,8,3,6,8/3/2002,8963
2002,8,4,7,8/4/2002,7833
2002,8,5,1,8/5/2002,12191
2002,8,6,2,8/6/2002,13407
2002,8,7,3,8/7/2002,13035
2002,8,8,4,8/8/2002,13420
2002,8,9,5,8/9/2002,12893
2002,8,10,6,8/10/2002,9078
2002,8,11,7,8/11/2002,7970
2002,8,12,1,8/12/2002,12311
2002,8,13,2,8/13/2002,13603
2002,8,14,3,8/14/2002,13302
2002,8,15,4,8/15/2002,13551
2002,8,16,5,8/16/2002,13132
2002,8,17,6,8/17/2002,9298
2002,8,18,7,8/18/2002,7925
2002,8,19,1,8/19/2002,12299
2002,8,20,2,8/20/2002,13820
2002,8,21,3,8/21/2002,13356
2002,8,22,4,8/22/2002,13232
2002,8,23,5,8/23/2002,13133
2002,8,24,6,8/24/2002,9086
2002,8,25,7,8/25/2002,7961
2002,8,26,1,8/26/2002,12182
2002,8,27,2,8/27/2002,13788
2002,8,28,3,8/28/2002,13398
2002,8,29,4,8/29/2002,13426
2002,8,30,5,8/30/2002,13300
2002,8,31,6,8/31/2002,9122
2002,9,1,7,9/1/2002,7947
2002,9,2,1,9/2/2002,8297
2002,9,3,2,9/3/2002,12613
2002,9,4,3,9/4/2002,13969
2002,9,5,4,9/5/2002,14021
2002,9,6,5,9/6/2002,13680
2002,9,7,6,9/7/2002,9354
2002,9,8,7,9/8/2002,8077
2002,9,9,1,9/9/2002,12875
2002,9,10,2,9/10/2002,13940
2002,9,11,3,9/11/2002,12655
2002,9,12,4,9/12/2002,14247
2002,9,13,5,9/13/2002,13028
2002,9,14,6,9/14/2002,9388
2002,9,15,7,9/15/2002,8433
2002,9,16,1,9/16/2002,12793
2002,9,17,2,9/17/2002,14241
2002,9,18,3,9/18/2002,13953
2002,9,19,4,9/19/2002,13899
2002,9,20,5,9/20/2002,13721
2002,9,21,6,9/21/2002,9613
2002,9,22,7,9/22/2002,8222
2002,9,23,1,9/23/2002,12795
2002,9,24,2,9/24/2002,14205
2002,9,25,3,9/25/2002,13518
2002,9,26,4,9/26/2002,13469
2002,9,27,5,9/27/2002,13298
2002,9,28,6,9/28/2002,9250
2002,9,29,7,9/29/2002,7968
2002,9,30,1,9/30/2002,12232
2002,10,1,2,10/1/2002,13625
2002,10,2,3,10/2/2002,13512
2002,10,3,4,10/3/2002,13044
2002,10,4,5,10/4/2002,12814
2002,10,5,6,10/5/2002,8922
2002,10,6,7,10/6/2002,7801
2002,10,7,1,10/7/2002,11970
2002,10,8,2,10/8/2002,13066
2002,10,9,3,10/9/2002,12658
2002,10,10,4,10/10/2002,12684
2002,10,11,5,10/11/2002,12467
2002,10,12,6,10/12/2002,8451
2002,10,13,7,10/13/2002,7416
2002,10,14,1,10/14/2002,11559
2002,10,15,2,10/15/2002,12788
2002,10,16,3,10/16/2002,12642
2002,10,17,4,10/17/2002,12507
2002,10,18,5,10/18/2002,12197
2002,10,19,6,10/19/2002,8534
2002,10,20,7,10/20/2002,7405
2002,10,21,1,10/21/2002,11690
2002,10,22,2,10/22/2002,13214
2002,10,23,3,10/23/2002,12656
2002,10,24,4,10/24/2002,12679
2002,10,25,5,10/25/2002,12523
2002,10,26,6,10/26/2002,8414
2002,10,27,7,10/27/2002,7690
2002,10,28,1,10/28/2002,11853
2002,10,29,2,10/29/2002,12833
2002,10,30,3,10/30/2002,12274
2002,10,31,4,10/31/2002,10850
2002,11,1,5,11/1/2002,12591
2002,11,2,6,11/2/2002,8561
2002,11,3,7,11/3/2002,7502
2002,11,4,1,11/4/2002,11761
2002,11,5,2,11/5/2002,12906
2002,11,6,3,11/6/2002,12602
2002,11,7,4,11/7/2002,12653
2002,11,8,5,11/8/2002,12472
2002,11,9,6,11/9/2002,8615
2002,11,10,7,11/10/2002,7691
2002,11,11,1,11/11/2002,11509
2002,11,12,2,11/12/2002,12725
2002,11,13,3,11/13/2002,12097
2002,11,14,4,11/14/2002,12485
2002,11,15,5,11/15/2002,12273
2002,11,16,6,11/16/2002,8295
2002,11,17,7,11/17/2002,7353
2002,11,18,1,11/18/2002,11790
2002,11,19,2,11/19/2002,12716
2002,11,20,3,11/20/2002,12574
2002,11,21,4,11/21/2002,12716
2002,11,22,5,11/22/2002,12978
2002,11,23,6,11/23/2002,8581
2002,11,24,7,11/24/2002,7650
2002,11,25,1,11/25/2002,12470
2002,11,26,2,11/26/2002,13377
2002,11,27,3,11/27/2002,11544
2002,11,28,4,11/28/2002,7392
2002,11,29,5,11/29/2002,9341
2002,11,30,6,11/30/2002,8159
2002,12,1,7,12/1/2002,7402
2002,12,2,1,12/2/2002,11929
2002,12,3,2,12/3/2002,13314
2002,12,4,3,12/4/2002,12684
2002,12,5,4,12/5/2002,12596
2002,12,6,5,12/6/2002,11775
2002,12,7,6,12/7/2002,8513
2002,12,8,7,12/8/2002,7339
2002,12,9,1,12/9/2002,11547
2002,12,10,2,12/10/2002,12867
2002,12,11,3,12/11/2002,12632
2002,12,12,4,12/12/2002,12850
2002,12,13,5,12/13/2002,11600
2002,12,14,6,12/14/2002,8420
2002,12,15,7,12/15/2002,7516
2002,12,16,1,12/16/2002,12344
2002,12,17,2,12/17/2002,13454
2002,12,18,3,12/18/2002,13580
2002,12,19,4,12/19/2002,13665
2002,12,20,5,12/20/2002,14015
2002,12,21,6,12/21/2002,9092
2002,12,22,7,12/22/2002,7607
2002,12,23,1,12/23/2002,11396
2002,12,24,2,12/24/2002,9131
2002,12,25,3,12/25/2002,6774
2002,12,26,4,12/26/2002,11242
2002,12,27,5,12/27/2002,13650
2002,12,28,6,12/28/2002,9114
2002,12,29,7,12/29/2002,8035
2002,12,30,1,12/30/2002,13158
2002,12,31,2,12/31/2002,12582
2003,1,1,3,1/1/2003,7908
2003,1,2,4,1/2/2003,11124
2003,1,3,5,1/3/2003,12252
2003,1,4,6,1/4/2003,8519
2003,1,5,7,1/5/2003,7495
2003,1,6,1,1/6/2003,11364
2003,1,7,2,1/7/2003,12657
2003,1,8,3,1/8/2003,12167
2003,1,9,4,1/9/2003,12081
2003,1,10,5,1/10/2003,12517
2003,1,11,6,1/11/2003,8471
2003,1,12,7,1/12/2003,7297
2003,1,13,1,1/13/2003,11197
2003,1,14,2,1/14/2003,12918
2003,1,15,3,1/15/2003,12140
2003,1,16,4,1/16/2003,12136
2003,1,17,5,1/17/2003,12110
2003,1,18,6,1/18/2003,8431
2003,1,19,7,1/19/2003,7498
2003,1,20,1,1/20/2003,11045
2003,1,21,2,1/21/2003,12288
2003,1,22,3,1/22/2003,12097
2003,1,23,4,1/23/2003,12185
2003,1,24,5,1/24/2003,12107
2003,1,25,6,1/25/2003,8379
2003,1,26,7,1/26/2003,7389
2003,1,27,1,1/27/2003,11418
2003,1,28,2,1/28/2003,12595
2003,1,29,3,1/29/2003,12100
2003,1,30,4,1/30/2003,12289
2003,1,31,5,1/31/2003,11989
2003,2,1,6,2/1/2003,8667
2003,2,2,7,2/2/2003,7685
2003,2,3,1,2/3/2003,11498
2003,2,4,2,2/4/2003,12566
2003,2,5,3,2/5/2003,12011
2003,2,6,4,2/6/2003,12352
2003,2,7,5,2/7/2003,12381
2003,2,8,6,2/8/2003,8573
2003,2,9,7,2/9/2003,7482
2003,2,10,1,2/10/2003,11996
2003,2,11,2,2/11/2003,12961
2003,2,12,3,2/12/2003,12595
2003,2,13,4,2/13/2003,12340
2003,2,14,5,2/14/2003,13051
2003,2,15,6,2/15/2003,8850
2003,2,16,7,2/16/2003,7669
2003,2,17,1,2/17/2003,10707
2003,2,18,2,2/18/2003,12637
2003,2,19,3,2/19/2003,12626
2003,2,20,4,2/20/2003,12545
2003,2,21,5,2/21/2003,12689
2003,2,22,6,2/22/2003,8883
2003,2,23,7,2/23/2003,7723
2003,2,24,1,2/24/2003,11874
2003,2,25,2,2/25/2003,12882
2003,2,26,3,2/26/2003,12356
2003,2,27,4,2/27/2003,12657
2003,2,28,5,2/28/2003,12533
2003,3,1,6,3/1/2003,8587
2003,3,2,7,3/2/2003,7545
2003,3,3,1,3/3/2003,12774
2003,3,4,2,3/4/2003,12871
2003,3,5,3,3/5/2003,12483
2003,3,6,4,3/6/2003,12604
2003,3,7,5,3/7/2003,12503
2003,3,8,6,3/8/2003,8649
2003,3,9,7,3/9/2003,7387
2003,3,10,1,3/10/2003,11671
2003,3,11,2,3/11/2003,12935
2003,3,12,3,3/12/2003,12520
2003,3,13,4,3/13/2003,12333
2003,3,14,5,3/14/2003,12770
2003,3,15,6,3/15/2003,8601
2003,3,16,7,3/16/2003,7472
2003,3,17,1,3/17/2003,11990
2003,3,18,2,3/18/2003,12960
2003,3,19,3,3/19/2003,12587
2003,3,20,4,3/20/2003,12755
2003,3,21,5,3/21/2003,12653
2003,3,22,6,3/22/2003,8488
2003,3,23,7,3/23/2003,7420
2003,3,24,1,3/24/2003,11654
2003,3,25,2,3/25/2003,13054
2003,3,26,3,3/26/2003,12549
2003,3,27,4,3/27/2003,12601
2003,3,28,5,3/28/2003,12493
2003,3,29,6,3/29/2003,8691
2003,3,30,7,3/30/2003,7493
2003,3,31,1,3/31/2003,11481
2003,4,1,2,4/1/2003,12000
2003,4,2,3,4/2/2003,12994
2003,4,3,4,4/3/2003,12599
2003,4,4,5,4/4/2003,12669
2003,4,5,6,4/5/2003,8440
2003,4,6,7,4/6/2003,7265
2003,4,7,1,4/7/2003,11750
2003,4,8,2,4/8/2003,13020
2003,4,9,3,4/9/2003,12397
2003,4,10,4,4/10/2003,12689
2003,4,11,5,4/11/2003,12397
2003,4,12,6,4/12/2003,8517
2003,4,13,7,4/13/2003,7234
2003,4,14,1,4/14/2003,11800
2003,4,15,2,4/15/2003,13055
2003,4,16,3,4/16/2003,12947
2003,4,17,4,4/17/2003,12926
2003,4,18,5,4/18/2003,11680
2003,4,19,6,4/19/2003,8155
2003,4,20,7,4/20/2003,7155
2003,4,21,1,4/21/2003,11465
2003,4,22,2,4/22/2003,12696
2003,4,23,3,4/23/2003,12616
2003,4,24,4,4/24/2003,12530
2003,4,25,5,4/25/2003,12255
2003,4,26,6,4/26/2003,8343
2003,4,27,7,4/27/2003,7453
2003,4,28,1,4/28/2003,11666
2003,4,29,2,4/29/2003,12672
2003,4,30,3,4/30/2003,12306
2003,5,1,4,5/1/2003,12727
2003,5,2,5,5/2/2003,12549
2003,5,3,6,5/3/2003,8488
2003,5,4,7,5/4/2003,7551
2003,5,5,1,5/5/2003,12001
2003,5,6,2,5/6/2003,13165
2003,5,7,3,5/7/2003,12667
2003,5,8,4,5/8/2003,12902
2003,5,9,5,5/9/2003,12710
2003,5,10,6,5/10/2003,8706
2003,5,11,7,5/11/2003,7576
2003,5,12,1,5/12/2003,12118
2003,5,13,2,5/13/2003,12685
2003,5,14,3,5/14/2003,12833
2003,5,15,4,5/15/2003,13074
2003,5,16,5,5/16/2003,12840
2003,5,17,6,5/17/2003,8687
2003,5,18,7,5/18/2003,7606
2003,5,19,1,5/19/2003,12035
2003,5,20,2,5/20/2003,13239
2003,5,21,3,5/21/2003,13380
2003,5,22,4,5/22/2003,13393
2003,5,23,5,5/23/2003,13176
2003,5,24,6,5/24/2003,8769
2003,5,25,7,5/25/2003,7690
2003,5,26,1,5/26/2003,7933
2003,5,27,2,5/27/2003,12390
2003,5,28,3,5/28/2003,13854
2003,5,29,4,5/29/2003,13497
2003,5,30,5,5/30/2003,13224
2003,5,31,6,5/31/2003,8850
2003,6,1,7,6/1/2003,7650
2003,6,2,1,6/2/2003,12041
2003,6,3,2,6/3/2003,13090
2003,6,4,3,6/4/2003,12853
2003,6,5,4,6/5/2003,12850
2003,6,6,5,6/6/2003,12869
2003,6,7,6,6/7/2003,8670
2003,6,8,7,6/8/2003,7606
2003,6,9,1,6/9/2003,11917
2003,6,10,2,6/10/2003,13326
2003,6,11,3,6/11/2003,13154
2003,6,12,4,6/12/2003,13092
2003,6,13,5,6/13/2003,12013
2003,6,14,6,6/14/2003,8696
2003,6,15,7,6/15/2003,7680
2003,6,16,1,6/16/2003,12388
2003,6,17,2,6/17/2003,13443
2003,6,18,3,6/18/2003,13082
2003,6,19,4,6/19/2003,12975
2003,6,20,5,6/20/2003,12693
2003,6,21,6,6/21/2003,8734
2003,6,22,7,6/22/2003,7742
2003,6,23,1,6/23/2003,12236
2003,6,24,2,6/24/2003,13578
2003,6,25,3,6/25/2003,13468
2003,6,26,4,6/26/2003,13330
2003,6,27,5,6/27/2003,12862
2003,6,28,6,6/28/2003,8862
2003,6,29,7,6/29/2003,7723
2003,6,30,1,6/30/2003,12261
2003,7,1,2,7/1/2003,13930
2003,7,2,3,7/2/2003,13823
2003,7,3,4,7/3/2003,13487
2003,7,4,5,7/4/2003,9504
2003,7,5,6,7/5/2003,8269
2003,7,6,7,7/6/2003,7871
2003,7,7,1,7/7/2003,12630
2003,7,8,2,7/8/2003,13906
2003,7,9,3,7/9/2003,13508
2003,7,10,4,7/10/2003,13600
2003,7,11,5,7/11/2003,13096
2003,7,12,6,7/12/2003,8908
2003,7,13,7,7/13/2003,7946
2003,7,14,1,7/14/2003,12281
2003,7,15,2,7/15/2003,13711
2003,7,16,3,7/16/2003,13480
2003,7,17,4,7/17/2003,13729
2003,7,18,5,7/18/2003,13225
2003,7,19,6,7/19/2003,8926
2003,7,20,7,7/20/2003,8058
2003,7,21,1,7/21/2003,12419
2003,7,22,2,7/22/2003,13775
2003,7,23,3,7/23/2003,13539
2003,7,24,4,7/24/2003,13569
2003,7,25,5,7/25/2003,12977
2003,7,26,6,7/26/2003,8978
2003,7,27,7,7/27/2003,7830
2003,7,28,1,7/28/2003,12434
2003,7,29,2,7/29/2003,13825
2003,7,30,3,7/30/2003,13557
2003,7,31,4,7/31/2003,13445
2003,8,1,5,8/1/2003,13242
2003,8,2,6,8/2/2003,8882
2003,8,3,7,8/3/2003,7838
2003,8,4,1,8/4/2003,12233
2003,8,5,2,8/5/2003,13735
2003,8,6,3,8/6/2003,13363
2003,8,7,4,8/7/2003,13539
2003,8,8,5,8/8/2003,13352
2003,8,9,6,8/9/2003,9226
2003,8,10,7,8/10/2003,7954
2003,8,11,1,8/11/2003,12282
2003,8,12,2,8/12/2003,13995
2003,8,13,3,8/13/2003,13202
2003,8,14,4,8/14/2003,13391
2003,8,15,5,8/15/2003,13206
2003,8,16,6,8/16/2003,9316
2003,8,17,7,8/17/2003,8181
2003,8,18,1,8/18/2003,12437
2003,8,19,2,8/19/2003,13831
2003,8,20,3,8/20/2003,13464
2003,8,21,4,8/21/2003,13528
2003,8,22,5,8/22/2003,13478
2003,8,23,6,8/23/2003,9240
2003,8,24,7,8/24/2003,7936
2003,8,25,1,8/25/2003,12631
2003,8,26,2,8/26/2003,14008
2003,8,27,3,8/27/2003,13854
2003,8,28,4,8/28/2003,14099
2003,8,29,5,8/29/2003,13769
2003,8,30,6,8/30/2003,9344
2003,8,31,7,8/31/2003,7865
2003,9,1,1,9/1/2003,8164
2003,9,2,2,9/2/2003,12684
2003,9,3,3,9/3/2003,14427
2003,9,4,4,9/4/2003,14161
2003,9,5,5,9/5/2003,13897
2003,9,6,6,9/6/2003,9400
2003,9,7,7,9/7/2003,8188
2003,9,8,1,9/8/2003,12701
2003,9,9,2,9/9/2003,13869
2003,9,10,3,9/10/2003,14180
2003,9,11,4,9/11/2003,13196
2003,9,12,5,9/12/2003,13848
2003,9,13,6,9/13/2003,9574
2003,9,14,7,9/14/2003,8500
2003,9,15,1,9/15/2003,13068
2003,9,16,2,9/16/2003,14399
2003,9,17,3,9/17/2003,14018
2003,9,18,4,9/18/2003,14066
2003,9,19,5,9/19/2003,13560
2003,9,20,6,9/20/2003,9688
2003,9,21,7,9/21/2003,8500
2003,9,22,1,9/22/2003,12987
2003,9,23,2,9/23/2003,14376
2003,9,24,3,9/24/2003,13841
2003,9,25,4,9/25/2003,13865
2003,9,26,5,9/26/2003,13846
2003,9,27,6,9/27/2003,9177
2003,9,28,7,9/28/2003,8206
2003,9,29,1,9/29/2003,12522
2003,9,30,2,9/30/2003,13413
2003,10,1,3,10/1/2003,13398
2003,10,2,4,10/2/2003,13638
2003,10,3,5,10/3/2003,13284
2003,10,4,6,10/4/2003,8983
2003,10,5,7,10/5/2003,7744
2003,10,6,1,10/6/2003,12104
2003,10,7,2,10/7/2003,13523
2003,10,8,3,10/8/2003,13509
2003,10,9,4,10/9/2003,13285
2003,10,10,5,10/10/2003,13306
2003,10,11,6,10/11/2003,8721
2003,10,12,7,10/12/2003,7816
2003,10,13,1,10/13/2003,11455
2003,10,14,2,10/14/2003,13274
2003,10,15,3,10/15/2003,12949
2003,10,16,4,10/16/2003,12711
2003,10,17,5,10/17/2003,12676
2003,10,18,6,10/18/2003,8564
2003,10,19,7,10/19/2003,7561
2003,10,20,1,10/20/2003,12073
2003,10,21,2,10/21/2003,13300
2003,10,22,3,10/22/2003,13054
2003,10,23,4,10/23/2003,12817
2003,10,24,5,10/24/2003,12566
2003,10,25,6,10/25/2003,8568
2003,10,26,7,10/26/2003,7818
2003,10,27,1,10/27/2003,11956
2003,10,28,2,10/28/2003,13426
2003,10,29,3,10/29/2003,12950
2003,10,30,4,10/30/2003,12600
2003,10,31,5,10/31/2003,11005
2003,11,1,6,11/1/2003,8491
2003,11,2,7,11/2/2003,7716
2003,11,3,1,11/3/2003,12443
2003,11,4,2,11/4/2003,13374
2003,11,5,3,11/5/2003,12998
2003,11,6,4,11/6/2003,12801
2003,11,7,5,11/7/2003,12535
2003,11,8,6,11/8/2003,8719
2003,11,9,7,11/9/2003,7481
2003,11,10,1,11/10/2003,12117
2003,11,11,2,11/11/2003,13166
2003,11,12,3,11/12/2003,12680
2003,11,13,4,11/13/2003,12438
2003,11,14,5,11/14/2003,12433
2003,11,15,6,11/15/2003,8309
2003,11,16,7,11/16/2003,7486
2003,11,17,1,11/17/2003,12006
2003,11,18,2,11/18/2003,13330
2003,11,19,3,11/19/2003,12879
2003,11,20,4,11/20/2003,12988
2003,11,21,5,11/21/2003,13036
2003,11,22,6,11/22/2003,8623
2003,11,23,7,11/23/2003,7383
2003,11,24,1,11/24/2003,13035
2003,11,25,2,11/25/2003,13732
2003,11,26,3,11/26/2003,12069
2003,11,27,4,11/27/2003,7340
2003,11,28,5,11/28/2003,9407
2003,11,29,6,11/29/2003,8043
2003,11,30,7,11/30/2003,7330
2003,12,1,1,12/1/2003,12213
2003,12,2,2,12/2/2003,13454
2003,12,3,3,12/3/2003,13199
2003,12,4,4,12/4/2003,12631
2003,12,5,5,12/5/2003,12180
2003,12,6,6,12/6/2003,8247
2003,12,7,7,12/7/2003,7383
2003,12,8,1,12/8/2003,11708
2003,12,9,2,12/9/2003,13001
2003,12,10,3,12/10/2003,12739
2003,12,11,4,12/11/2003,12502
2003,12,12,5,12/12/2003,12484
2003,12,13,6,12/13/2003,8303
2003,12,14,7,12/14/2003,7462
2003,12,15,1,12/15/2003,12319
2003,12,16,2,12/16/2003,13649
2003,12,17,3,12/17/2003,13454
2003,12,18,4,12/18/2003,13865
2003,12,19,5,12/19/2003,13693
2003,12,20,6,12/20/2003,8953
2003,12,21,7,12/21/2003,7657
2003,12,22,1,12/22/2003,13249
2003,12,23,2,12/23/2003,12939
2003,12,24,3,12/24/2003,9272
2003,12,25,4,12/25/2003,6744
2003,12,26,5,12/26/2003,10431
2003,12,27,6,12/27/2003,8785
2003,12,28,7,12/28/2003,7763
2003,12,29,1,12/29/2003,13125
2003,12,30,2,12/30/2003,14700
2003,12,31,3,12/31/2003,12540
2004,1,1,4,1/1/2004,8205
2004,1,2,5,1/2/2004,10586
2004,1,3,6,1/3/2004,8337
2004,1,4,7,1/4/2004,7359
2004,1,5,1,1/5/2004,11489
2004,1,6,2,1/6/2004,12755
